,DT_score_c45,RandomForest_gini,AdaBoost128,LassoLinear,multi_Lasso,SVM,XGboost
DDC,,,,0.008063057565974663,,,
ANXA2,,,,0.008059099534031666,0.00048659381908824017,0.0019029121750171066,
ARHGDIB,,,,0.007748301122321423,,,
ABAT,,,,0.007103262376325533,0.015573241776035156,0.001384691296748242,
CNDP2,,,,0.00660689138132495,0.009933922356105252,0.004311828838459286,
KRT19,,,,0.006512531857643516,0.0020864062215544253,0.004011010049160752,
IGHG4,,,,0.006124589994869221,,0.0017037541526340766,
CP,,,,0.006019701479042845,,,
TAGLN,,,,0.0059382910834050616,0.006017467676882318,0.0021885030632733476,
HBD,,,,0.005838215178342733,0.009751674653694167,0.007473924096352062,
CKB,,,,0.005147762904811704,0.010835501696150903,,
ACSM2A,,,,0.004999775582391755,,,
DCN,,,,0.004755789275242641,0.007454041862947241,0.0016302153148994877,
HMGCS2,,,,0.004742290839228241,,,
GSTM3,,,,0.004678824958407811,0.011177840305508314,0.0025126210216646606,
GATM,,,,0.004646270770439797,0.0010492794050827685,0.0022304763501108946,
AHNAK,,,,0.004523569230721741,,,
OGN,,,,0.0045161593212414575,,0.0019896526900198526,
CAVIN1,,,,0.0042381295985621905,,0.0014517129181316056,
SCARF2,,,,0.004018859175816643,,0.0019680388253071994,
PCK2,,,,0.003969420954744138,,,
ALDOB,,,,0.003721792489313118,0.0025963230005555667,0.002635929958796221,
MFAP4,,,,0.0037047139427239034,,0.0023058820565766244,
S100A2,,,,0.0036513916512386775,,0.0014458750381550073,
LMNA,,,,0.003627943819806212,,,
PRDX2,,,,0.0034619090136542357,0.009528268244022345,0.00402049484766298,
ACAT1,,,,0.003415118514993325,0.005026864903964029,0.001505079624971292,
HP,,,,0.0033862121748754206,0.00048019637663351497,0.0025429667658180945,
FGA,,,,0.0033644718110895475,0.0013084059959802927,0.0023924883789251824,
PGK1,,,,0.00313646070410142,0.002996652780526718,0.006207913627315878,
TGFBI,,,,0.003130129250161209,0.0023368360838273267,,
ALDH1A1,,,,0.0028014163463694315,0.002041621446842051,0.0032202886994076025,
FTL,,,,0.002674007981347227,0.0009910115094480978,,
PTGR1,,,,0.0025351021527196694,,,
GC,,,,0.0021187287691851603,,,
IGKC,,,,0.002117846921238762,,,
HSPE1,,,,0.0020014852106965877,,,
VIM,,,,0.0019969629115764056,0.009891023636167347,0.004758611520980502,
SERPINA1,,,,0.0019460709316640296,,,
A2M,,,,0.0019049844850499169,,,
FABP5,,,,0.001817622265348955,,,
ENO1,,,,0.001780726679521664,0.0019415796237673907,0.00441563794457125,
TGM2,,,,0.001494859973812961,,,
TAGLN2,,,,0.0014285791048950574,0.001681603574364967,0.0023053854284645027,
S100A4,,,,0.0013701066138739819,,,
ALDH4A1,,,,0.0013646426972926983,0.0026418219474406836,,
TPI1,,,,0.0013482070767261282,0.004435119557852302,0.0038045814135101025,
LGALS1,,,,0.0013104177257479684,0.006943652076280699,0.002452865982766032,
AKR1B1,,,,0.0011357585345223653,,,
DHRS4,,,,0.0011312145046588288,,,
IGHG1,,,,0.0010196080021173356,,0.001463703851157024,
FABP7,,,,0.0009218207295007256,0.0014879022804090943,0.003978786352434856,
MT-CO2,,,,0.0007283265455190918,0.008284321379097974,,
H1-0,,,,0.0006277954840981468,,,
PRDX6,,,,0.0006039865462852864,,,
BHMT,,,,0.0005803451019522451,,,
ACAA2,,,,0.0004821998708421171,,,
IGHA1,,,,0.00044998202416433316,,,
IGHM,,,,0.00042063270297645845,,0.0028124770275007563,
APOA4,,,,0.0003887244783591931,,0.0026412937284490787,
GPI,,,,0.00016811665932854857,0.011350171508823542,0.0017133301303483505,
IGHG2,,,,2.2483692450022538e-05,,0.001973440156501582,
APOC1,,,,7.278698026361372e-06,,,
HSPA2,,,,,0.04864932644509191,0.0018481038137930965,
MIF,,,,,0.045055223865302384,0.0014959584837491956,
BDH2,,,,,0.03879044462826111,0.002193121494134131,
PFN1,,,,,0.03507348347577109,,
ADH1C,,,,,0.029165667578717195,,
WFDC2,,,,,0.028166741013455034,0.0019379658243460292,
LDHB,,,,,0.028006488570745374,0.00225707820459641,
GPX3,,,,,0.0272516123349045,0.0036141697102045913,
PGAM1,,,,,0.0256598199261592,,
KRT7,,,,,0.025386223639388607,,
SLC4A1,,,,,0.02408899323747901,0.0022109192495832295,
IDH2,,,,,0.02181186360285374,,
ACSF2,,,,,0.020114969461738307,,
SPTB,,,,,0.019068260650306416,,
F9,,,,,0.018094659182722787,0.0024374482868144303,
TINAGL1,,,,,0.01464551621853381,0.0017613326537350138,
POSTN,,,,,0.01248872620229203,,
ATP5F1B,,,,,0.012211165489456614,,
PIGR,,,,,0.011754599370700421,0.0024386107046884898,
ADH1B,,,,,0.011592863271514526,,
ATP1B1,,,,,0.011420801268419687,,
MVP,,,,,0.011173876549896123,,
NHERF1,,,,,0.009906273734432555,0.0018013684720137597,
TPM4,,,,,0.0075623268901684575,0.0021804789394289548,
SUCLG2,,,,,0.007376946479472433,,
BLVRB,,,,,0.005277913819728343,0.0016795513406147769,
APOA2,,,,,0.004519328228799886,,
ATP5F1A,,,,,0.0042287097458767135,,
FABP1,,,,,0.0038774665584250987,,
CALB1,,,,,0.003867013237988537,,
APOA1,,,,,0.0031029290459327888,,
HIBCH,,,,,0.0027390167182076734,,
LUM,,,,,0.0022565843362444913,,
ECHS1,,,,,0.0022361299967365304,0.001953854288092799,
NPC2,,,,,0.0021318341750975463,0.0020390101954852156,
HSPB1,,,,,0.0020602632921755447,0.0037528915090462153,
PEBP1,,,,,0.0019697233201355895,0.001880141732492918,
ATP1A1,,,,,0.0014913428329453215,,
KRT8,,,,,0.0011881650318737202,0.004903055129413474,
FGB,,,,,0.0006031835420474467,,
CRYAB,,,,,0.0005570330689659844,0.0030258862544116894,
AMBP,,,,,0.00038147407301033066,0.001859046648641439,
TNC,,,,,,0.006285282194288546,
BGN,,,,,,0.0060537034553259815,
KRT18,,,,,,0.003607984645915788,
TKT,,,,,,0.0019875069295010707,
APOH,,,,,,0.0019591745401114713,
ADIRF,,,,,,0.0018839092497313715,
EHD2,,,,,,0.0018565629642055366,
FBLN1,,,,,,0.0016898087815061414,
SLPI,,,,,,0.0016762522708905134,
LAD1,,,,,,0.001659005711163893,
DCXR,,,,,,0.0016118845914418,
TPM2,,,,,,0.0014367495521661344,
PDZK1,,,,,,0.001424713881707364,
HSPA9,,,,,,0.0014181825469582953,
RECQL,,,,,,,0.015891772
